사회복지법인성요셉복지재단성요셉직업재활센터     한국사회적기업 진흥원 선정
위더스함께걸음     한국사회적기업 진흥원 선정
한국지체장애인협회용인시보호작업장     한국사회적기업 진흥원 선정
청인씨엔씨     한국사회적기업 진흥원 선정
사회적협동조합일과나눔     한국사회적기업 진흥원 선정
푸른우리사회적협동조합     한국사회적기업 진흥원 선정
유한회사맛디자인     한국사회적기업 진흥원 선정
서울팝스오케스트라     한국사회적기업 진흥원 선정
오피스메카     한국사회적기업 진흥원 선정
일상예술창작센터     한국사회적기업 진흥원 선정
더드림직업재활원     한국사회적기업 진흥원 선정
한국지체장애인협회     한국사회적기업 진흥원 선정
에코라이프살림     한국사회적기업 진흥원 선정
자작나눔     한국사회적기업 진흥원 선정
대구위드     한국사회적기업 진흥원 선정
전통연희단잔치마당     한국사회적기업 진흥원 선정
행복을나누는사람들행복한동행     한국사회적기업 진흥원 선정
행복한아침독서     한국사회적기업 진흥원 선정
리엔씨     한국사회적기업 진흥원 선정
수인테리어     한국사회적기업 진흥원 선정
그린텍     한국사회적기업 진흥원 선정
충남교육연구소     한국사회적기업 진흥원 선정
씨투넷     한국사회적기업 진흥원 선정
푸른바이크쉐어링     한국사회적기업 진흥원 선정
도담컴퍼니     한국사회적기업 진흥원 선정
유한회사늘푸른환경     한국사회적기업 진흥원 선정
한국전통예술단아울     한국사회적기업 진흥원 선정
만나     한국사회적기업 진흥원 선정
조은인테리어     한국사회적기업 진흥원 선정
구츠     한국사회적기업 진흥원 선정
에스제이미래하우징     한국사회적기업 진흥원 선정
아림하우징     한국사회적기업 진흥원 선정
아름다운가게     한국사회적기업 진흥원 선정
안심생활     한국사회적기업 진흥원 선정
사회적기업청람     한국사회적기업 진흥원 선정
위캔센터     한국사회적기업 진흥원 선정
세종장애아동후원회장애아동통합지원센터     한국사회적기업 진흥원 선정
다사랑간병서비스     한국사회적기업 진흥원 선정
사랑의손길새소망     한국사회적기업 진흥원 선정
원주의료복지사회적협동조합     한국사회적기업 진흥원 선정
미래이앤티     한국사회적기업 진흥원 선정
충북사회교육센터     한국사회적기업 진흥원 선정
열린사회     한국사회적기업 진흥원 선정
함께일하는세상     한국사회적기업 진흥원 선정
사회복지법인손과손핸인핸부평     한국사회적기업 진흥원 선정
사회복지법인동천학원동천     한국사회적기업 진흥원 선정
노리단     한국사회적기업 진흥원 선정
사회복지법인온누리복지재단번동코이노니아장애인보호작업시설     한국사회적기업 진흥원 선정
참사랑보호작업장     한국사회적기업 진흥원 선정
컴윈     한국사회적기업 진흥원 선정
늘푸른자원     한국사회적기업 진흥원 선정
장애우권익문제연구소리드릭     한국사회적기업 진흥원 선정
사회적협동조합자바르떼     한국사회적기업 진흥원 선정
바리의꿈     한국사회적기업 진흥원 선정
우리가만드는미래     한국사회적기업 진흥원 선정
그린주의     한국사회적기업 진흥원 선정
나눔공동체     한국사회적기업 진흥원 선정
푸른환경코리아     한국사회적기업 진흥원 선정
늘푸른환경     한국사회적기업 진흥원 선정
다사랑행복도시락     한국사회적기업 진흥원 선정
조이비전     한국사회적기업 진흥원 선정
한누리     한국사회적기업 진흥원 선정
사람과환경     한국사회적기업 진흥원 선정
에코피아     한국사회적기업 진흥원 선정
안성의료복지사회적협동조합     한국사회적기업 진흥원 선정
행복한나눔     한국사회적기업 진흥원 선정
농업회사법인생명농업지원센터유한회사     한국사회적기업 진흥원 선정
예심하우스     한국사회적기업 진흥원 선정
화진산업     한국사회적기업 진흥원 선정
나눔터     한국사회적기업 진흥원 선정
시니어인력뱅크     한국사회적기업 진흥원 선정
한찬코리아     한국사회적기업 진흥원 선정
남양주행복도시락     한국사회적기업 진흥원 선정
세기위생방역     한국사회적기업 진흥원 선정
티팟     한국사회적기업 진흥원 선정
사회적기업노란들판유한회사     한국사회적기업 진흥원 선정
서울의료복지사회적협동조합     한국사회적기업 진흥원 선정
희망터     한국사회적기업 진흥원 선정
늘푸른직업재활원     한국사회적기업 진흥원 선정
사회복지법인무지개공동회엠마우스산업     한국사회적기업 진흥원 선정
부산돌봄사회서비스센터     한국사회적기업 진흥원 선정
한숲복지재단     한국사회적기업 진흥원 선정
희망을키우는일터     한국사회적기업 진흥원 선정
행복을나누는도시락     한국사회적기업 진흥원 선정
한국재가장기요양기관     한국사회적기업 진흥원 선정
맑은누리     한국사회적기업 진흥원 선정
해바라기의료복지사회적협동조합     한국사회적기업 진흥원 선정
천안돌봄사회서비스센터     한국사회적기업 진흥원 선정
작은자리돌봄센터     한국사회적기업 진흥원 선정
햇빛나들이     한국사회적기업 진흥원 선정
동그라미플러스     한국사회적기업 진흥원 선정
카페티모르     한국사회적기업 진흥원 선정
함께걸음의료복지사회적협동조합     한국사회적기업 진흥원 선정
행복     한국사회적기업 진흥원 선정
함께하는우리     한국사회적기업 진흥원 선정
인천평화의료복지사회적협동조합     한국사회적기업 진흥원 선정
안산의료복지사회적협동조합     한국사회적기업 진흥원 선정
제일산업     한국사회적기업 진흥원 선정
사회복지법인유은복지재단나눔공동체     한국사회적기업 진흥원 선정
씨튼장애인직업재활센터     한국사회적기업 진흥원 선정
나눔푸드     한국사회적기업 진흥원 선정
민들레마을     한국사회적기업 진흥원 선정
해피락     한국사회적기업 진흥원 선정
사람과공간     한국사회적기업 진흥원 선정
사회복지법인성재원성세재활자립원     한국사회적기업 진흥원 선정
가온     한국사회적기업 진흥원 선정
사회적협동조합휴먼케어     한국사회적기업 진흥원 선정
파랑발     한국사회적기업 진흥원 선정
영셰프     한국사회적기업 진흥원 선정
한국아이티복지진흥원     한국사회적기업 진흥원 선정
사랑의손맛협동조합     한국사회적기업 진흥원 선정
실로암시각장애인복지회실로암인더스트리     한국사회적기업 진흥원 선정
사회복지법인홍애원장애인보호작업시설     한국사회적기업 진흥원 선정
사회복지법인에덴복지재단에덴하우스     한국사회적기업 진흥원 선정
유한회사빛드림     한국사회적기업 진흥원 선정
원주노인소비자생활협동조합     한국사회적기업 진흥원 선정
사회복지법인빛과소금복지재단     한국사회적기업 진흥원 선정
한백     한국사회적기업 진흥원 선정
울산광역시지체장애인협회상개장애인보호작업장     한국사회적기업 진흥원 선정
다사랑보육서비스     한국사회적기업 진흥원 선정
농업회사법인콩세알     한국사회적기업 진흥원 선정
사회복지법인가나안복지재단가나안근로복지관     한국사회적기업 진흥원 선정
사회적기업웨슬리워커스     한국사회적기업 진흥원 선정
임실노인복지센터일자리사업단     한국사회적기업 진흥원 선정
우리노인복지센터     한국사회적기업 진흥원 선정
전주사회서비스센터     한국사회적기업 진흥원 선정
목포이주외국인상담센터     한국사회적기업 진흥원 선정
우리가꿈꾸는세상     한국사회적기업 진흥원 선정
송정인더스트리     한국사회적기업 진흥원 선정
유한회사행복한밥상     한국사회적기업 진흥원 선정
야베스공동체     한국사회적기업 진흥원 선정
사회복지법인천주교청주교구사회복지회프란치스코의집     한국사회적기업 진흥원 선정
휴먼디앤씨     한국사회적기업 진흥원 선정
참신나는옷     한국사회적기업 진흥원 선정
유한회사행복도시락     한국사회적기업 진흥원 선정
페어트레이드코리아     한국사회적기업 진흥원 선정
한옥문화원     한국사회적기업 진흥원 선정
예스21청소년재단     한국사회적기업 진흥원 선정
도서출판점자     한국사회적기업 진흥원 선정
나눔돌봄사회적협동조합     한국사회적기업 진흥원 선정
한국씨니어연합노인복지센터     한국사회적기업 진흥원 선정
사회복지법인다운회아름다운     한국사회적기업 진흥원 선정
해밝음장애인복지회     한국사회적기업 진흥원 선정
다우환경     한국사회적기업 진흥원 선정
카리타스보호작업장     한국사회적기업 진흥원 선정
크린서비스청     한국사회적기업 진흥원 선정
이지무브     한국사회적기업 진흥원 선정
파란세상     한국사회적기업 진흥원 선정
섬나애드기획     한국사회적기업 진흥원 선정
창작마을     한국사회적기업 진흥원 선정
혼디     한국사회적기업 진흥원 선정
지랑     한국사회적기업 진흥원 선정
